"id","event_id","kind","text","score","source_id","chunk_type","metadata","created_at"
11,2,primary,"Wäre Fichte sich dessen vollkommen klar bewusst gewesen, dann hätte er den obigen Satz einfach so formulieren müssen: Die Wissenschaftslehre hat das Erkennen, insofern es noch unbewusste Tätigkeit des «Ich» ist, zum Bewusstsein zu erheben; sie hat zu zeigen, dass im «Ich» als notwendige Handlung die Objektivierung der Idee des Erkennens ausgeführt wird.",0.3879915,,,"{}",2025-12-12 13:19:15.779 +0100
12,2,primary,"Zunächst kommt diese Empfindung noch nicht in einem deutlich ausgesprochenen Gedanken zum Ausdruck; man kann sie aber als Empfindung lebendig in diesem Zeitalter fühlen an der Schätzung, welche ihr zuteil wird. Nach einem «Gespräche» Platos wurde von Parmenides dem jungen Sokrates gesagt: er solle von Zenon die Gedankenkunst lernen, sonst müsste ihm die Wahrheit ferne bleiben. Man empfand diese «Gedankenkunst» als eine Notwendigkeit für die Menschenseele, die an die geistigen Urgründe des Daseins herantreten will.",0.36262247,,,"{}",2025-12-12 13:19:15.779 +0100
31,4,primary,"Wäre Fichte sich dessen vollkommen klar bewusst gewesen, dann hätte er den obigen Satz einfach so formulieren müssen: Die Wissenschaftslehre hat das Erkennen, insofern es noch unbewusste Tätigkeit des «Ich» ist, zum Bewusstsein zu erheben; sie hat zu zeigen, dass im «Ich» als notwendige Handlung die Objektivierung der Idee des Erkennens ausgeführt wird.",0.3813508,,,"{}",2025-12-12 13:19:15.943 +0100
13,2,primary,"Zunächst kommt diese Empfindung noch nicht in einem deutlich ausgesprochenen Gedanken zum Ausdruck; man kann sie aber als Empfindung lebendig in diesem Zeitalter fühlen an der Schätzung, welche ihr zuteil wird. Nach einem «Gespräche» Platos wurde von Parmenides dem jungen Sokrates gesagt: er solle von Zenon die Gedankenkunst lernen, sonst müsste ihm die Wahrheit ferne bleiben. Man empfand diese «Gedankenkunst» als eine Notwendigkeit für die Menschenseele, die an die geistigen Urgründe des Daseins herantreten will.",0.36262247,,,"{}",2025-12-12 13:19:15.779 +0100
14,2,primary,"Der Gedanke bleibt in den oberen Schichten der Seele zurück, wenn das Ich den Weg in seine Tiefen gehen will.",0.3579098,,,"{}",2025-12-12 13:19:15.779 +0100
15,2,primary,"Der Gedanke bleibt in den oberen Schichten der Seele zurück, wenn das Ich den Weg in seine Tiefen gehen will.",0.3579098,,,"{}",2025-12-12 13:19:15.779 +0100
16,2,primary,"Es ist dies bei sehr vielen Fragen der Fall, die in der philosophischen Literatur auftreten. Die Denker sollten den Weg suchen zu unbefangener geistgemäßer Beobachtung; statt dessen schieben sie vor die Wirklichkeit eine künstliche Begriffskonstruktion hin.",0.3491865,,,"{}",2025-12-12 13:19:15.779 +0100
17,2,primary,"Die könnte aber nur entstehen, wenn die Seele sich im selbstbewussten Ich denkend ergriffe und in geistigem Erleben zu inneren Selbsterzeugnissen käme, mit denen sie sich in ihrem Wesen stehend sehen kann.",0.34687486,,,"{}",2025-12-12 13:19:15.779 +0100
18,2,primary,"Die könnte aber nur entstehen, wenn die Seele sich im selbstbewussten Ich denkend ergriffe und in geistigem Erleben zu inneren Selbsterzeugnissen käme, mit denen sie sich in ihrem Wesen stehend sehen kann.",0.34687486,,,"{}",2025-12-12 13:19:15.779 +0100
19,2,primary,"Dadurch, dass man es als Ergebnis stofflicher Vorgänge dachte, hatte man dies in einer der Zeitbildung verständlichen Art erreicht. Auch in der Verleugnung der geistigen Wesenheit des selbstbewussten Ich durch den Materialismus des neunzehnten Jahrhunderts liegt noch der Impuls des Suchens nach dem Wesen dieses Ich. Deshalb gehört der naturwissenschaftliche Anstoß, der in diesem Zeitalter auf die Weltanschauung ausgeübt wurde, in ganz anderem Sinne in deren Geschichte als die Einflüsse der naturwissenschaftlichen Vorstellungsart auf vorangegangene materialistische Strömungen. Diese waren noch nicht von einer Hegelschen Gedankenphilosophie gedrängt worden, nach einer Sicherheit von den Naturwissenschaften her zu suchen. Dieses Drängen spielt sich nun allerdings nicht so ab, dass es mit voller Klarheit den führenden Persönlichkeiten zum Bewusstsein kommt; allein es wirkt als Zeitimpuls in den unterbewussten Seelengründen.",0.34357703,,,"{}",2025-12-12 13:19:15.779 +0100
20,2,primary,"Dadurch, dass man es als Ergebnis stofflicher Vorgänge dachte, hatte man dies in einer der Zeitbildung verständlichen Art erreicht. Auch in der Verleugnung der geistigen Wesenheit des selbstbewussten Ich durch den Materialismus des neunzehnten Jahrhunderts liegt noch der Impuls des Suchens nach dem Wesen dieses Ich. Deshalb gehört der naturwissenschaftliche Anstoß, der in diesem Zeitalter auf die Weltanschauung ausgeübt wurde, in ganz anderem Sinne in deren Geschichte als die Einflüsse der naturwissenschaftlichen Vorstellungsart auf vorangegangene materialistische Strömungen. Diese waren noch nicht von einer Hegelschen Gedankenphilosophie gedrängt worden, nach einer Sicherheit von den Naturwissenschaften her zu suchen. Dieses Drängen spielt sich nun allerdings nicht so ab, dass es mit voller Klarheit den führenden Persönlichkeiten zum Bewusstsein kommt; allein es wirkt als Zeitimpuls in den unterbewussten Seelengründen.",0.34357703,,,"{}",2025-12-12 13:19:15.779 +0100
21,3,primary,"Wäre Fichte sich dessen vollkommen klar bewusst gewesen, dann hätte er den obigen Satz einfach so formulieren müssen: Die Wissenschaftslehre hat das Erkennen, insofern es noch unbewusste Tätigkeit des «Ich» ist, zum Bewusstsein zu erheben; sie hat zu zeigen, dass im «Ich» als notwendige Handlung die Objektivierung der Idee des Erkennens ausgeführt wird.",0.37602845,,,"{}",2025-12-12 13:19:15.940 +0100
22,3,primary,"Den Menschen macht die Tugend schätzenswert, wenn er sie in Gedanken erlebt.",0.32563627,,,"{}",2025-12-12 13:19:15.940 +0100
23,3,primary,"Den Menschen macht die Tugend schätzenswert, wenn er sie in Gedanken erlebt.",0.32563627,,,"{}",2025-12-12 13:19:15.940 +0100
24,3,primary,"37| Die Gestalt, die der metaphysische Realist gegenwärtig seinen Dingen an sich gibt, ist eine durch Induktionsschlüsse gewonnene. Von dem Vorhandensein eines objektiv-realen Zusammenhangs der Welt neben dem «subjektiven» durch Wahrnehmung und Begriff erkennbaren, ist er durch Erwägungen über den Erkenntnisprozess überzeugt. Wie diese objektive Realität beschaffen ist, das glaubt er durch Induktionsschlüsse aus seinen Wahrnehmungen heraus bestimmen zu können.",0.31255305,,,"{}",2025-12-12 13:19:15.940 +0100
25,3,primary,"Ein Mensch, der diesen Einklang zwischen Neigung und Pflicht hergestellt hat, kann in jedem Augenblick auf die Güte seiner Handlungen wie auf etwas Selbstverständliches rechnen.",0.27867973,,,"{}",2025-12-12 13:19:15.940 +0100
26,3,primary,"Ein Mensch, der diesen Einklang zwischen Neigung und Pflicht hergestellt hat, kann in jedem Augenblick auf die Güte seiner Handlungen wie auf etwas Selbstverständliches rechnen.",0.27867973,,,"{}",2025-12-12 13:19:15.940 +0100
27,3,primary,"So wie die freie Individualität sich frei macht von den Eigentümlichkeiten der Gattung, so muss das Erkennen sich frei machen von der Art, wie das Gattungsmäßige verstanden wird.",0.27238998,,,"{}",2025-12-12 13:19:15.940 +0100
28,3,primary,"13| Eine befriedigende Weltanschauung kann nur diejenige sein, welche auf eine Welt hinweist, aus der Antwort kommt auf die angedeuteten Fragen. Und welche zugleich ihr Recht nachweist, solche Antworten geben zu dürfen.",0.2665418,,,"{}",2025-12-12 13:19:15.940 +0100
29,3,primary,"13| Eine befriedigende Weltanschauung kann nur diejenige sein, welche auf eine Welt hinweist, aus der Antwort kommt auf die angedeuteten Fragen. Und welche zugleich ihr Recht nachweist, solche Antworten geben zu dürfen.",0.2665418,,,"{}",2025-12-12 13:19:15.940 +0100
30,3,primary,"5| Die <i>Vorstellung</i> ist also ein individualisierter Begriff. Und nun ist es uns erklärlich, dass für uns die Dinge der Wirklichkeit durch Vorstellungen repräsentiert werden können. Die volle Wirklichkeit eines Dinges ergibt sich uns im Augenblick der Beobachtung aus dem Zusammengehen von Begriff und Wahrnehmung. Der Begriff erhält durch eine Wahrnehmung eine individuelle Gestalt, einen Bezug zu dieser bestimmten Wahrnehmung. In dieser individuellen Gestalt, die den Bezug auf die Wahrnehmung als eine Eigentümlichkeit in sich trägt, lebt er in uns fort und bildet die Vorstellung des betreffenden Dinges. Treffen wir auf ein zweites Ding, mit dem sich derselbe Begriff verbindet, so erkennen wir es mit dem ersten als zu derselben Art gehörig; treffen wir dasselbe Ding ein zweites Mal wieder, so finden wir in unserem Begriffssystem nicht nur überhaupt einen entsprechenden Begriff, sondern den individualisierten Begriff mit dem ihm eigentümlichen Bezug auf denselben Gegenstand, und wir erkennen den Gegenstand wieder.",0.25365114,,,"{}",2025-12-12 13:19:15.940 +0100
41,5,primary,"10| Mitte Juli 1920. <i>Rudolf Steiner</i>",0.23499888,,,"{}",2025-12-12 13:19:22.046 +0100
32,4,primary,"37| Die Gestalt, die der metaphysische Realist gegenwärtig seinen Dingen an sich gibt, ist eine durch Induktionsschlüsse gewonnene. Von dem Vorhandensein eines objektiv-realen Zusammenhangs der Welt neben dem «subjektiven» durch Wahrnehmung und Begriff erkennbaren, ist er durch Erwägungen über den Erkenntnisprozess überzeugt. Wie diese objektive Realität beschaffen ist, das glaubt er durch Induktionsschlüsse aus seinen Wahrnehmungen heraus bestimmen zu können.",0.34436026,,,"{}",2025-12-12 13:19:15.943 +0100
33,4,primary,"5| Wahles genanntes Buch (wie seine anderen: «Geschichtlicher Überblick über die Entwicklung der Philosophie», 1894, «Über den Mechanismus des geistigen Lebens», 1906) ist eines der bedeutsamsten Symptome der Weltanschauungsentwicklung im neunzehnten Jahrhundert. Die Vertrauenslosigkeit gegenüber dem Erkennen, die von Kant ihren Ausgangspunkt nimmt, endet für eine Gedankenwelt, wie sie bei Wahle auftritt, mit dem vollständigen Unglauben an alle Weltanschauung.",0.27613533,,,"{}",2025-12-12 13:19:15.943 +0100
34,4,primary,"5| Wahles genanntes Buch (wie seine anderen: «Geschichtlicher Überblick über die Entwicklung der Philosophie», 1894, «Über den Mechanismus des geistigen Lebens», 1906) ist eines der bedeutsamsten Symptome der Weltanschauungsentwicklung im neunzehnten Jahrhundert. Die Vertrauenslosigkeit gegenüber dem Erkennen, die von Kant ihren Ausgangspunkt nimmt, endet für eine Gedankenwelt, wie sie bei Wahle auftritt, mit dem vollständigen Unglauben an alle Weltanschauung.",0.27613533,,,"{}",2025-12-12 13:19:15.943 +0100
35,4,primary,"So wie die freie Individualität sich frei macht von den Eigentümlichkeiten der Gattung, so muss das Erkennen sich frei machen von der Art, wie das Gattungsmäßige verstanden wird.",0.27566153,,,"{}",2025-12-12 13:19:15.943 +0100
36,4,primary,"18| Das Gefühl ist das Mittel, wodurch die Begriffe zunächst konkretes <i>Leben</i> gewinnen.",0.26363167,,,"{}",2025-12-12 13:19:15.943 +0100
37,4,primary,"14| So ist Dornach und was mit ihm zusammenhängt gedacht; es kann eine volle Wirklichkeit werden, wenn erkannt wird, wie dieser «Gedanke» aus den Wurzeln des wirklichen Lebens heraus arbeiten will.",0.24596426,,,"{}",2025-12-12 13:19:15.943 +0100
38,4,primary,"38| An einigen Denkerpersönlichkeiten wurde hier versucht, darzustellen, wie der Seelenimpuls der neueren Zeit im achtzehnten Jahrhundert durch die Weltanschauungsentwicklung strömt. In dieser Strömung leben die Keime, aus denen für diese Entwicklung das «Zeitalter Kants und Goethes» hervorgegangen ist.",0.24429235,,,"{}",2025-12-12 13:19:15.943 +0100
39,4,primary,"38| An einigen Denkerpersönlichkeiten wurde hier versucht, darzustellen, wie der Seelenimpuls der neueren Zeit im achtzehnten Jahrhundert durch die Weltanschauungsentwicklung strömt. In dieser Strömung leben die Keime, aus denen für diese Entwicklung das «Zeitalter Kants und Goethes» hervorgegangen ist.",0.24429235,,,"{}",2025-12-12 13:19:15.943 +0100
40,4,primary,"30| In dem dreigliedrigen sozialen Organismus kann dieses Mittel gefunden werden. Die im sozialen Organismus vereinigten Menschen wirken als Gesamtheit durch den Rechtsstaat. Die Betätigung der individuellen Fähigkeiten gehört der geistigen Organisation an.",0.24202396,,,"{}",2025-12-12 13:19:15.943 +0100
42,5,primary,"In Goethes Geistesart fand nun Schiller etwas der griechischen Artverwandtes. Goethe glaubte, seine Ideen und Gedanken mit Augen zu sehen, weil er die Wirklichkeit als ungetrennte Einheit von Geist und Natur empfand. Er hatte sich nach Schillers Meinung etwas erhalten, zu dem der sentimentalische Mensch erst wieder kommt, wenn er den Gipfel seines Strebens erreicht, Und einen solchen Gipfel erklimmt er eben in dem von Schiller beschriebenen ästhetischen Zustand, in dem Sinnlichkeit und Vernunft ihren Einklang gefunden haben.",0.21402031,,,"{}",2025-12-12 13:19:22.046 +0100
43,5,primary,"In Goethes Geistesart fand nun Schiller etwas der griechischen Artverwandtes. Goethe glaubte, seine Ideen und Gedanken mit Augen zu sehen, weil er die Wirklichkeit als ungetrennte Einheit von Geist und Natur empfand. Er hatte sich nach Schillers Meinung etwas erhalten, zu dem der sentimentalische Mensch erst wieder kommt, wenn er den Gipfel seines Strebens erreicht, Und einen solchen Gipfel erklimmt er eben in dem von Schiller beschriebenen ästhetischen Zustand, in dem Sinnlichkeit und Vernunft ihren Einklang gefunden haben.",0.21402031,,,"{}",2025-12-12 13:19:22.046 +0100
44,5,primary,"8| Noch radikaler geht Strauß zu Werke in seinem 1840 bis 1841 erschienenen Buch «Die christliche Glaubenslehre in ihrer geschichtlichen Entwicklung und im Kampfe mit der modernen Wissenschaft.» Hier handelt es sich ihm um Auflösung der christlichen Dogmen aus ihrer dichterischen Gestalt in die Gedankenwahrheiten, die ihnen zugrunde liegen. Er betont jetzt die Unverträglichkeit des modernen Bewusstseins mit demjenigen, das sich an die alten bildlich-mythischen Darstellungen der Wahrheit hält. <q author=""David Friedrich Strauß"" book-title=""Die christliche Glaubenslehre in ihrer geschichtlichen Entwicklung und im Kampfe mit der modernen Wissenschaft"" part=""1"">Also lasse der Glaubende den Wissenden, wie dieser jenen, ruhig seine Straße ziehen; wir lassen ihnen ihren Glauben, so lassen sie uns unsere Philosophie; und wenn es den Überfrommen gelingen sollte, uns aus ihrer Kirche auszuschließen, so werden wir dies für Gewinn achten. Falsche Vermittlungsversuche sind jetzt genug gemacht; nur die Scheidung der Gegensätze kann weiterführen.</q> Eine ungeheure Aufregung der Gemüter hatten Strauß’ Anschauungen hervorgebracht.",0.20267576,,,"{}",2025-12-12 13:19:22.046 +0100
45,5,primary,"8| Noch radikaler geht Strauß zu Werke in seinem 1840 bis 1841 erschienenen Buch «Die christliche Glaubenslehre in ihrer geschichtlichen Entwicklung und im Kampfe mit der modernen Wissenschaft.» Hier handelt es sich ihm um Auflösung der christlichen Dogmen aus ihrer dichterischen Gestalt in die Gedankenwahrheiten, die ihnen zugrunde liegen. Er betont jetzt die Unverträglichkeit des modernen Bewusstseins mit demjenigen, das sich an die alten bildlich-mythischen Darstellungen der Wahrheit hält. <q author=""David Friedrich Strauß"" book-title=""Die christliche Glaubenslehre in ihrer geschichtlichen Entwicklung und im Kampfe mit der modernen Wissenschaft"" part=""1"">Also lasse der Glaubende den Wissenden, wie dieser jenen, ruhig seine Straße ziehen; wir lassen ihnen ihren Glauben, so lassen sie uns unsere Philosophie; und wenn es den Überfrommen gelingen sollte, uns aus ihrer Kirche auszuschließen, so werden wir dies für Gewinn achten. Falsche Vermittlungsversuche sind jetzt genug gemacht; nur die Scheidung der Gegensätze kann weiterführen.</q> Eine ungeheure Aufregung der Gemüter hatten Strauß’ Anschauungen hervorgebracht.",0.20267576,,,"{}",2025-12-12 13:19:22.046 +0100
46,5,primary,"Vorgelesen im Herbst 1813 auf der Universität zu Berlin»: <q author=""Johann Gottlieb Fichte"" book-title=""Einleitungsvorlesungen in die Wissenschaftslehre"" part=""1""><i>Diese Lehre setzt voraus ein ganz neues inneres Sinneswerkzeug, durch welches eine neue Welt gegeben wird, die für den gewöhnlichen Menschen gar nicht vorhanden ist</i>.</q> Oder: <q author=""Johann Gottlieb Fichte"" book-title=""Einleitungsvorlesungen in die Wissenschaftslehre"" part=""1"">Die Welt des neuen Sinnes und dadurch er selbst ist vorläufig klar bestimmt: sie ist das Sehen der Vordersätze, auf die das Urteil: es <i>ist</i> etwas, sich gründet; der <i>Grund</i> des Seins, der eben darum, weil er dies ist, nicht selbst wieder ist und ein Sein ist.</q>",0.20258246,,,"{}",2025-12-12 13:19:22.046 +0100
47,5,primary,"Am Schluss spricht er die schwerwiegenden Worte aus: <q author=""Jacob Ruchti"" book-title=""Zur Geschichte des Kriegsausbruchs nach den amtlichen Akten der königlich großbritannischen Regierung"" part=""1"">Die Geschichte lässt sich auf die Dauer nicht fälschen, die Legende vermag vor der wissenschaftlichen Forschung nicht standzuhalten, das dunkle Gewebe wird ans Licht gebracht und zerrissen, auch wenn es noch so kunstvoll und fein gesponnen war.</q> Aber vorläufig sucht die Entente in diesem dunklen Gewebe noch eines der Mittel, um ihr dunkles Kriegshandwerk der Welt als eine Notwendigkeit der Zivilisation und der edelsten Menschlichkeit aufzuschwatzen.",0.20159154,,,"{}",2025-12-12 13:19:22.046 +0100
48,5,primary,"Johannes Volkelt, der, insofern er als Erkenntnistheoretiker sich betätigt, ganz in dieser Strömung lebt, auch selbst ein gründliches Werk über Kants «Erkenntnistheorie» (1879) geliefert hat, und der aus dieser Strömung heraus ein Buch über «Erfahrung und Denken» (1886) geschrieben hat, in dem alle diese Vorstellungsart bestimmenden Fragen erörtert werden, hat 1884 beim Antritt seines Lehramtes in Basel eine Rede gehalten, in welcher er ausspricht, dass alles Denken, das über die Ergebnisse der einzelnen Tatsachenwissenschaften hinausgeht, den <q author=""Johannes Volkelt"" book-title=""Über die Möglichkeit der Metaphysik"" part=""1"">unruhigen Charakter des Suchens und Nachspürens, des Probierens, Abwehrens und Zugestehens an sich</q> haben müsse; <q author=""Johannes Volkelt"" book-title=""Über die Möglichkeit der Metaphysik"" part=""1"">es ist ein Vorwärtsgehen, das doch wieder teilweise zurückweicht; ein Nachgeben, das doch wieder bis zu einem gewissen Grad zugreift</q>. (Volkelt, Über die Möglichkeit der Metaphysik, Hamburg und Leipzig, 1884.) – Scharf nuanciert erscheint die neuere Anknüpfung an Kant bei Otto Liebmann. Seine Schriften «Zur Analysis der Wirklichkeit» (1876), «Gedanken und Tatsachen» (1882), «Die Klimax der Theorien» (1884) sind wahre Musterbeispiele philosophischer Kritik.",0.19990945,,,"{}",2025-12-12 13:19:22.046 +0100
49,5,primary,"Johannes Volkelt, der, insofern er als Erkenntnistheoretiker sich betätigt, ganz in dieser Strömung lebt, auch selbst ein gründliches Werk über Kants «Erkenntnistheorie» (1879) geliefert hat, und der aus dieser Strömung heraus ein Buch über «Erfahrung und Denken» (1886) geschrieben hat, in dem alle diese Vorstellungsart bestimmenden Fragen erörtert werden, hat 1884 beim Antritt seines Lehramtes in Basel eine Rede gehalten, in welcher er ausspricht, dass alles Denken, das über die Ergebnisse der einzelnen Tatsachenwissenschaften hinausgeht, den <q author=""Johannes Volkelt"" book-title=""Über die Möglichkeit der Metaphysik"" part=""1"">unruhigen Charakter des Suchens und Nachspürens, des Probierens, Abwehrens und Zugestehens an sich</q> haben müsse; <q author=""Johannes Volkelt"" book-title=""Über die Möglichkeit der Metaphysik"" part=""1"">es ist ein Vorwärtsgehen, das doch wieder teilweise zurückweicht; ein Nachgeben, das doch wieder bis zu einem gewissen Grad zugreift</q>. (Volkelt, Über die Möglichkeit der Metaphysik, Hamburg und Leipzig, 1884.) – Scharf nuanciert erscheint die neuere Anknüpfung an Kant bei Otto Liebmann. Seine Schriften «Zur Analysis der Wirklichkeit» (1876), «Gedanken und Tatsachen» (1882), «Die Klimax der Theorien» (1884) sind wahre Musterbeispiele philosophischer Kritik.",0.19990945,,,"{}",2025-12-12 13:19:22.046 +0100
50,5,primary,"Wäre Fichte sich dessen vollkommen klar bewusst gewesen, dann hätte er den obigen Satz einfach so formulieren müssen: Die Wissenschaftslehre hat das Erkennen, insofern es noch unbewusste Tätigkeit des «Ich» ist, zum Bewusstsein zu erheben; sie hat zu zeigen, dass im «Ich» als notwendige Handlung die Objektivierung der Idee des Erkennens ausgeführt wird.",0.19747299,,,"{}",2025-12-12 13:19:22.046 +0100
51,6,primary,"– Von durch den Verfasser dieses Buchs sehr geschätzter Seite ist diesem der Vorwurf gemacht worden, dass er mit seiner Ausführung über das Denken bei einem naiven Realismus des Denkens stehen bleibe, wie ein solcher vorliege, wenn man die wirkliche Welt und die vorgestellte Welt für eines hält. Doch der Verfasser dieser Ausführungen glaubt eben in ihnen erwiesen zu haben, dass die Geltung dieses «naiven Realismus» <i>für das Denken</i> sich aus einer unbefangenen Beobachtung desselben notwendig ergibt; und dass der für anderes nicht geltende naive Realismus durch die Erkenntnis der wahren Wesenheit des Denkens überwunden wird.",0.40927076,,,"{}",2025-12-12 13:19:22.602 +0100
52,6,primary,"Strebt man also danach, im Erkennen nur nachzubilden, was schon <i>vor</i> dem Erkennen beobachtet wird, so erlangt man kein wahres Erleben in der <i>vollen</i>, sondern ein Abbild der «halben Wirklichkeit».",0.4064635,,,"{}",2025-12-12 13:19:22.602 +0100
53,6,primary,"Strebt man also danach, im Erkennen nur nachzubilden, was schon <i>vor</i> dem Erkennen beobachtet wird, so erlangt man kein wahres Erleben in der <i>vollen</i>, sondern ein Abbild der «halben Wirklichkeit».",0.4064635,,,"{}",2025-12-12 13:19:22.602 +0100
