partition,chunk_id,source_id,chunk_type,source_title,char_count,token_count,over_limit
__shared__,0e204b57-f2ef-5ede-af7a-c497dd04cbb7,lecture:19200407b,book,Fachwissenschaften und Anthroposophie,2285,517,True
__shared__,0e96cd30-5143-51e6-836f-5d133d249490,lecture:19200913,book,Soziale Ideen.,2280,525,True
__shared__,0efe6715-9692-5dca-a703-2ad393c2be68,lecture:19190730,book,Soziale Ideen.,2192,535,True
__shared__,0f61c9bf-5519-50b2-a417-0db488b54cf1,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2152,542,True
__shared__,0f63a041-45d4-5706-aebe-84b6bbb49216,44217040-65bf-4150-9fa8-bac9c57cd1b1,book,Grundlinien einer Erkenntnistheorie der Goetheschen Weltanschauung,2582,598,True
__shared__,0f63a6c4-652e-5131-bb42-44d249e1e414,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,1981,519,True
__shared__,0f7b24ef-9477-5636-b8ab-aea707aee9af,lecture:19200714,book,Soziale Ideen.,2553,566,True
__shared__,0f946aa0-a474-5c56-b9a2-02941ba2bf04,lecture:19140120b,book,Der menschliche und der kosmische Gedanke,2227,555,True
__shared__,0fc77faa-9195-5a67-bd0a-40caed4bd219,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2390,562,True
__shared__,0fd3b533-c9e4-56cc-84cf-43ee5383da2b,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2320,520,True
__shared__,0ff9b679-bd61-5604-9cbb-c5fc3e7b6b1c,lecture:19190827a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2078,531,True
__shared__,1061afe4-20d6-5724-9ad5-04decee72662,lecture:19211129a,book,Die Wirklichkeit der höheren Welten,2344,522,True
__shared__,10b0459b-ff32-5bcf-b3e2-0a58be6ece99,lecture:19190902a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2353,560,True
__shared__,10b7f453-c068-5e86-adba-a57bcd7efa94,lecture:19220805d,book,Nationalökonomisches Seminar.,2935,644,True
__shared__,1136bf0d-d552-58ce-94cf-c0282d4f130f,lecture:19220409,book,Damit der Mensch ganz Mensch werde,2183,516,True
__shared__,1178f147-0412-5538-9275-d5b09976b617,f3b36ec2-031d-4715-ad66-dfc7f43cc491,book,Cypherpunks,2519,608,True
__shared__,1178f3e8-9980-5798-90d9-531f17537d37,4c09f3d5-3f5c-42b7-beba-f12fc46594bc,book,Free Software Free Society,2508,572,True
__shared__,11bc55a7-8c92-54dd-b33c-8d458c3db32d,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2199,575,True
__shared__,11c8cb49-649a-5def-9950-6f90108faeac,lecture:19190905a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2448,617,True
__shared__,11fe1886-968a-5507-b664-870077b3e930,lecture:19211128,book,Die Wirklichkeit der höheren Welten,2246,521,True
__shared__,1270a6d4-75ba-5a90-88f9-a7dfad4d99ec,lecture:19220802c,book,Nationalökonomischer Kurs.,2223,522,True
__shared__,12c4c92d-e4b3-5ca1-9cf8-350400e6f8ae,lecture:19220407,book,Damit der Mensch ganz Mensch werde,2314,526,True
__shared__,134aeed4-ce90-5fb8-9903-10b2f7dd5cfb,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2089,518,True
__shared__,13a62b6f-11cd-5fe2-9879-3514b472e15a,lecture:19190709,book,Neugestaltung des sozialen Organismus,2257,549,True
__shared__,13b6cc06-4545-58a9-8bd9-13b558e4361d,f3b36ec2-031d-4715-ad66-dfc7f43cc491,book,Cypherpunks,2215,548,True
__shared__,13d5bef3-7f76-501a-bb8d-444c88387a20,lecture:19211129a,book,Die Wirklichkeit der höheren Welten,2216,532,True
__shared__,13f6508b-1132-5339-b434-f5b5fb839668,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2657,634,True
__shared__,148117f6-0d1f-5e68-898a-bf73a840a182,lecture:19220724,book,Nationalökonomischer Kurs.,2529,588,True
__shared__,14a0b770-86dd-504a-b8fa-ce47ba62541d,lecture:19190225,book,Die soziale Frage,2601,575,True
__shared__,14e0714b-3480-5d5e-bb85-b27a86071cae,lecture:19200423b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2251,518,True
__shared__,154f0aef-bff7-51ad-ab8f-bb4ff7392392,lecture:19220411,book,Damit der Mensch ganz Mensch werde,2619,627,True
__shared__,1570b03c-8c3c-5b98-8adb-c2645c59bded,lecture:19190905c,book,Erziehungskunst. Seminarbesprechungen und Lehrplanvorträge,2594,621,True
__shared__,15b4e362-dde7-55b0-a5d4-1cad3ce880d4,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2150,518,True
__shared__,15bdc98e-9f1c-55eb-982b-1e3cae2ee93c,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2330,547,True
__shared__,1699b4e3-93a0-564e-8d49-3f99c8d07dc0,36371313-0400-4c90-9656-67d54052cf89,book,Julian Assange in his own words,1493,524,True
__shared__,16aba127-dae9-57bc-be1d-80c571cc81f0,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2412,536,True
__shared__,16c8f185-945f-5867-a871-8b5f68d144a0,lecture:19191110,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2129,527,True
__shared__,16d2adce-4190-55fe-8cfc-20f96409febc,lecture:19200409b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2300,541,True
__shared__,1709a8ae-f50a-5eea-b189-2e626a9624f5,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2157,597,True
__shared__,177826f8-3e0a-563a-a579-cf2d968d60d8,lecture:19201010a,book,Soziale Ideen.,2444,535,True
__shared__,1812113e-032a-583e-a1b0-b098da8f29bd,lecture:19190905a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2199,545,True
__shared__,19148343-b073-5cc6-824a-85334eee9495,lecture:19220411,book,Damit der Mensch ganz Mensch werde,2418,573,True
__shared__,1931a559-1093-5d47-a751-0d163d83477d,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,1885,525,True
__shared__,195a34c5-5c7d-522e-b600-abb632ec6299,lecture:19220802c,book,Nationalökonomischer Kurs.,2169,531,True
__shared__,195a36c6-5118-5e92-a00c-6d644ac41b2f,lecture:19190614,book,Betriebsräte und Sozialisierung,2539,585,True
__shared__,1993e5c3-4d7b-55df-9c50-0e9d7fa9ac74,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2943,668,True
__shared__,1999e395-8018-5cda-8cc2-c126df4f626c,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2131,529,True
__shared__,1a0d31bb-3fc2-5200-a824-03dbfd410a4c,lecture:19191014,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2469,563,True
__shared__,1a123e58-1272-5d13-a498-87b871569453,lecture:19200910,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2389,545,True
__shared__,1a9759a7-c092-5e33-8974-312528861ff8,lecture:19210112b,book,Fachwissenschaften und Anthroposophie,2471,561,True
__shared__,1abd8b84-7c88-5b5f-8907-4056dea59516,lecture:19190709,book,Neugestaltung des sozialen Organismus,2300,538,True
__shared__,1b499e87-c789-5631-a7c7-389a1147c3b5,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2315,569,True
__shared__,1b8649bc-bd4d-5afe-b646-1527b4e25f77,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2769,638,True
__shared__,1be58c08-02c3-5dac-80ae-19760510786a,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2206,533,True
__shared__,1c052679-7e1a-5e49-bda2-5fac9f1a3520,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2112,515,True
__shared__,1c081750-06f9-5b58-a4e8-0347ffc24199,lecture:19200904a,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2629,613,True
__shared__,1ca00ae6-3dee-580f-95af-9fd2f711251f,lecture:19190730,book,Soziale Ideen.,2292,527,True
__shared__,1d75a8bc-263e-5d65-b753-d2c7c284a54f,lecture:19220805c,book,Nationalökonomischer Kurs.,2214,532,True
__shared__,1da8f880-ba72-513a-b204-1273b6c3e467,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2406,607,True
__shared__,1da966c5-ba4c-5455-bee7-7feaa132c218,lecture:19211126,book,Die Wirklichkeit der höheren Welten,2313,595,True
__shared__,1ec1f7dd-d05a-5c3e-b6df-4c23ad2a2cc6,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,1967,515,True
__shared__,1f8a1ed8-04b1-5fe5-b2f9-b0495510cbb0,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2132,519,True
__shared__,202d674e-d198-575b-ac97-ec4e19d66b1b,lecture:19211129a,book,Die Wirklichkeit der höheren Welten,2368,587,True
__shared__,2031a54c-1fdd-5891-8e10-b471de255d55,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2559,641,True
__shared__,20c91a68-f949-5b9b-ae74-c17da60af612,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2210,519,True
__shared__,216458b6-a84c-522c-b83e-29d31d546dc4,lecture:19140121a,book,Der menschliche und der kosmische Gedanke,2412,594,True
__shared__,21da81d7-b937-55d8-9605-e50a9ee61539,lecture:19190311,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2260,527,True
__shared__,22a1ac7d-f698-5803-a0ff-963cceca395b,lecture:19200911,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2761,644,True
__shared__,22a82b2e-9a9b-5e3f-8bf7-b00ad64187ae,f3b36ec2-031d-4715-ad66-dfc7f43cc491,book,Cypherpunks,2232,543,True
__shared__,22cd40e8-f20d-5d9f-b42b-a843f97a5be0,lecture:19190531,book,Neugestaltung des sozialen Organismus,2598,580,True
__shared__,22e6649d-6f43-5cdc-888e-d1bc687c1594,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2557,650,True
__shared__,22fddca4-de15-5f6b-99fa-0233e95d594b,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2484,605,True
__shared__,232d09f3-c8f5-544c-a069-7b9afe6b2ebd,lecture:19200918,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2268,522,True
__shared__,23adfaf7-2186-597c-9ea4-864f6d801977,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2505,577,True
__shared__,23c8ae51-a697-59bb-b43f-22788e659929,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2461,557,True
__shared__,2402e978-9870-547d-bdc7-b063cf2a87a0,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2259,529,True
__shared__,24c57a3a-a02c-5c54-8b3c-b79e3267ef6a,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2376,581,True
__shared__,2570c3f7-4dc7-5342-8200-62b6f32f085e,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2261,563,True
__shared__,25b9d9fb-9ef8-5947-b5fa-e5457301966d,lecture:19220410,book,Damit der Mensch ganz Mensch werde,2375,564,True
__shared__,2657b653-e81d-5178-9db4-4262adac5927,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2159,526,True
__shared__,2675e2f7-eeb0-56dd-8073-96ace3c21ef0,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2879,750,True
__shared__,2710bf21-196a-540a-8af9-d4252193171a,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2361,563,True
__shared__,27144d5a-1dc8-5eca-baf9-11c98100cc4c,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2252,526,True
__shared__,277f989b-f419-59ea-be45-93e03ad7c04a,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,1982,521,True
__shared__,278bf11b-5ae4-5945-89de-3a9068d91d50,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2175,522,True
__shared__,27e4b748-2682-5e5d-b2d7-ed83f23878d4,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2502,608,True
__shared__,282d1eef-62ca-5831-8f3e-9d1d763670e3,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2495,662,True
__shared__,28aea311-890d-587f-bb23-037d7b9026c2,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2153,581,True
__shared__,2972e467-22b1-55b7-91a2-a3dd3c46735d,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2091,632,True
__shared__,29a69553-7e71-5e8f-9e3a-89e44037431e,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2365,577,True
__shared__,29e62588-a98d-59a9-a3c2-f097cd562cec,lecture:19191110,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2281,522,True
__shared__,2a14e614-9589-5780-9b2f-9b5b696f5c24,lecture:19200610b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2321,549,True
__shared__,2a2d250d-4372-5342-9a50-4a8e1ce33cb0,lecture:19211014a,book,Anthroposophie soziale Dreigliederung und Redekunst.,2431,523,True
__shared__,2a2e1843-8c9c-5f21-9369-62d606aa94ed,lecture:19200411b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2477,564,True
__shared__,2a629831-d1c6-5ced-b897-34491cdf6d22,lecture:19220730a,book,Nationalökonomischer Kurs.,2308,519,True
__shared__,2a669b7d-635d-563f-9b83-087b3f7fd221,lecture:19200330b,book,Fachwissenschaften und Anthroposophie,2379,574,True
__shared__,2af15215-9e09-5fa4-8e40-fc88898c12b0,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,1855,548,True
__shared__,2afaf34b-e953-5900-94be-813ab6f97e67,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2176,564,True
__shared__,2b010364-4962-5ad1-9e22-8ae2f52bfe69,lecture:19200808b,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2376,592,True
__shared__,2b23fbbc-0086-5d4f-a504-94ceec6570fe,lecture:19200303b,book,Soziale Ideen.,2480,533,True
__shared__,2b4025dc-0c51-5c11-b56f-954608526e86,lecture:19200827,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2205,545,True
__shared__,2b658d58-e848-5afa-8309-ced81e31b486,lecture:19200903,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2230,527,True
__shared__,2b71fc92-ead8-5a88-9af7-87e4324bbfad,lecture:19190528,book,Betriebsräte und Sozialisierung,2367,522,True
__shared__,2ba408e6-7951-5585-bf70-a9eb5b128ce3,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2036,522,True
__shared__,2baceda5-ef03-51a4-abc9-abe945a67d51,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2204,554,True
__shared__,2c247b9c-ee33-54e9-a607-fee2b7058690,lecture:19200302b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2344,570,True
__shared__,2c523ac8-ed74-5d50-9f9b-7684c5cb52b7,lecture:19200808b,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2316,580,True
__shared__,2d55fd83-3bea-52e1-bfd3-fc65d92d6be7,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2082,540,True
__shared__,2d89ad77-bd81-5f4b-b714-6716a1863351,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2382,583,True
__shared__,2d8b6faf-31c3-533a-9872-0613a8b91faa,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2317,578,True
__shared__,2de53d89-bea6-5dcd-8541-ca9b83ec2863,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2114,526,True
__shared__,2e98c75c-e249-5ae8-9da7-46ee248d928e,lecture:19190709,book,Neugestaltung des sozialen Organismus,2420,533,True
__shared__,2ef1a1b9-8a33-587b-881f-f4667df7acd7,7758c53c-72bd-41f1-ae51-843eb2a0f718,book,Various Interviews and Articles,2251,525,True
__shared__,2ef1fdc2-24cf-59a4-b00d-fa04a606c5e7,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2279,534,True
__shared__,2f3d346d-9b7a-5b8a-b988-b4e44851b727,lecture:19190709,book,Neugestaltung des sozialen Organismus,2411,548,True
__shared__,2f3ff539-50e9-554b-9952-ded198815759,lecture:19200426b,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2642,594,True
__shared__,2f6b3b8d-9932-570a-a1a9-4aacb08b206c,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2169,534,True
__shared__,2fb17326-d3e8-5310-a5c0-2a783af14cb3,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2188,526,True
__shared__,2fbca8be-5878-5da4-98af-364de235ed9b,7758c53c-72bd-41f1-ae51-843eb2a0f718,book,Various Interviews and Articles,2575,818,True
__shared__,300cda77-88d1-5ba1-9c11-bf1ea1d7e8b9,lecture:19220804c,book,Nationalökonomisches Seminar.,2231,519,True
__shared__,3030956b-272b-5461-955c-9b8f0a885fff,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2256,598,True
__shared__,30e1d9a0-0558-5ce0-80c3-cdcdf41ace36,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2066,525,True
__shared__,30eab2ee-2a97-57d9-a0cc-04458587444d,lecture:19211012,book,Anthroposophie soziale Dreigliederung und Redekunst.,2647,616,True
__shared__,30ed3178-6731-5f83-a893-ca1350e25ae3,lecture:19190605,book,Betriebsräte und Sozialisierung,2405,524,True
__shared__,30f5b868-2805-51e7-b949-5eaa7d758fa6,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2621,623,True
__shared__,32883345-4454-5770-9a19-34d4b38f48fa,lecture:19140123c,book,Der menschliche und der kosmische Gedanke,2210,516,True
__shared__,32f9cca1-7727-5d4c-8e0d-73a806b39ab8,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2221,524,True
__shared__,332c38d2-9d43-5bea-9c6e-0338e53507c0,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2318,557,True
